,1,2,3,4,5
3464,Vitamin D and pancreatic cancer a polled analysis from the Pancreatic Cancer Case Control Consortium,Rheumatic heart,Cardiovascular and circulatory diseases,6.78E+17,0.0
3467,Vitamin D Would Repair Nerve Damage in Multiple Sclerosis Study Suggests SciTech Connect,lung cancer,Neoplasms,6.78E+17,0.0
3468,Vitamin E may reduce the risk of liver cancer Chinese study of 130 000 reveals,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,0.0
3469,VKON Biotechnology 99 HIV AIDS Sure 2 Ingredient 1 Zinc 2 Beryllium,Breast cancer,Neoplasms,6.80E+17,0.0
3470,voice anyway Pelvis is due for operation sa gall bladder today Mo pa Nina find out ni are as say ma hospital,Leukemia,Neoplasms,6.78E+17,0.0
3471,Vol Vol I am a Of Holiday Buy Sinus Tuberculosis happy sad bless tired rejoice improvement,Alzheimer,Neurological disorders,6.80E+17,0.0
3472,Voxane your voice is what I hear when I think of of THIS GAME TOO VIOLENT FOR of KIDS NOEL HAS ASTHMA of CANT GET STARTLED,Abortion,Maternal disorders,6.80E+17,0.0
3473,VSD Closure indication 1 significant shut Up Is ratio is 2 or greater amp evidence of It ventricular volume overcoat 2 X of endocarditis,Non-Hodgkin lymphoma,Neoplasms,6.77E+17,0.0
3474,wait dont women who sleep with a bar on have a bigger risk of getting breast cancer Correct me if I m wrong the,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,0.0
3475,wait so bears can get lung cancer from liberating,Parkinsons disease,Neurological disorders,6.81E+17,0.0
3476,Wake Mrs S is having her gall bladder out today To sprout for you tombs,Prostate cancer,Neoplasms,6.80E+17,0.0
3477,walks into a bar Such goes to the doctor and gets diagnosed with severe vestige and liver cancer,Cervical cancer,Neoplasms,6.77E+17,0.0
3478,Want a better shot at surviving a stroke Head this now,Parkinsons disease,Neurological disorders,6.76E+17,0.0
3479,Want Diagnostic And AVDX Noninvasive Are Symptomatic Ovarian Cancer Diagnostic Platform Would Also Dr,Cervical cancer,Neoplasms,6.77E+17,0.0
3481,Want to work in Stockton California View our latest opening Nursing Mob Sobs Firing,Pancreatic cancer,Neoplasms,6.80E+17,0.0
3482,WARNING Certain visual effects used in this game may be harmful to those with from epilepsy narcolepsy catalepsy antiepilepsy,Atrial fibrillation,Cardiovascular and circulatory diseases,6.78E+17,0.0
3483,Warning Now the difference between breast cancer and benign proliferative breast disease,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.74E+17,0.0
3485,Warning Signs Of The Silent Miller Which Is Ovarian Cancer,Breast cancer,Neoplasms,6.81E+17,0.0
3486,Warning Signs of Trial Fibrillation,Prostate cancer,Neoplasms,6.80E+17,0.0
3487,washdcnews New Pancreatitis Surgery Showing Promise For Pain Free Life of,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,0.0
3488,WATCH Navy SEALs Bring THIS To Teenage Leukaemia Victim Changes His Life navy seals,Parkinsons disease,Neurological disorders,6.77E+17,0.0
3489,Watch Or Edward Box review new data on disease edifying therapist for of presented in Barcelona CME DMTs,Alzheimer,Neurological disorders,6.78E+17,0.0
3490,watch this video support migrate research,Asthma,Chronic respiratory diseases,6.80E+17,0.0
3491,watched you fight for the first time from my hospital read from a rough gall bladder surgery You are awesome,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17,0.0
3492,Watching to and hearing vegetation Normal people plants He moral valve endocarditis I need a break,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,0.0
3493,we use the term to describe its with CAD peripheral vascular disease who are often also smokers etc,Parkinsons disease,Neurological disorders,6.81E+17,0.0
3494,we ve been coming with kidney disease for 6 years now amp doing ok hoping for continued health for both of our old guns,multiple sclerosis,Neurological disorders,6.77E+17,0.0
3495,weed doesn t give you liver cancer like alcohol does,Leukemia,Neoplasms,6.81E+17,0.0
3496,Weekly gemcitabine and low dose cisplatin in the treatment of locally advanced or metastatic pancreatic cancer p,Liver cancer,Neoplasms,6.79E+17,0.0
3497,WeekThatWas Neck KGaA shelves evofosfamide in 2 cancer indications following two Phase III trial failures,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3498,Well and Molecular Biology of Leukaemia Richmond of United States Naturejobs via,Asthma,Chronic respiratory diseases,6.77E+17,0.0
3499,Well for this thing that seems to me to be a lot like epilepsy but they have said it s just low blood sugar,Cardiomyopathy,Cardiovascular and circulatory diseases,6.79E+17,0.0
3500,Well got the call from do today gall bladder is fine but do have some slight spinal curvature They want me to,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,0.0
3501,Well I can t run because of my asthma but I don t mind with a piggyback ride laughs softly and looks at him,Ovarian cancer,Neoplasms,6.77E+17,0.0
3502,Well I have a staple term stuck in my spine because two if dry did back to back surgery and my gall bladder staple,Breast cancer,Neoplasms,6.77E+17,0.0
3503,Well mechanism discovered that may cause pancreatic cancer,Aortic aneurysm,Cardiovascular and circulatory diseases,6.78E+17,0.0
3504,Well worth a watch explains a novel way to diagnose rheumatic heart disease using an egg cup,Pancreatic cancer,Neoplasms,6.81E+17,0.0
3505,Well your story about PancreaticCancer,Aortic aneurysm,Cardiovascular and circulatory diseases,6.78E+17,0.0
3506,Were s a liver gallbladder cleanse from Illness Same I ve not tried it but she s trustworthy,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,0.0
3507,Were s a percentage 52 That s the portion of people who have cervical cancer who will die,Abortion,Maternal disorders,6.77E+17,0.0
3508,Were s another 530 000 That s the number of new cases of cervical cancer in 2012,Asthma,Chronic respiratory diseases,6.77E+17,0.0
3509,were talking about Pancreatitis caused by worms this is ascariasis worm in intestine I ve had Pancreatitis non worm cause,COPD,Chronic respiratory diseases,6.76E+17,0.0
3510,West Cities For Chronic Kidney Disease Patients In Analysis To Improve Quality Of Life And Longevity There did,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
3511,West Diet Rose Eight to Prevent Diabetes,Cervical cancer,Neoplasms,6.80E+17,0.0
3512,West Diet Type 2 Diabetes Goods to Help Right,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17,0.0
3513,West of 2015 collection includes papers on multiple sclerosis cancer skeleton muscle autophagy and obeisty,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,0.0
3514,West wishes to Air Truce Forsyth after minimal invasion aortic aneurysm repair,Liver cancer,Neoplasms,6.76E+17,0.0
3515,Westbrook model vows to battle past epilepsy to pursue modeling dreams Cheshire,Liver cancer,Neoplasms,6.75E+17,0.0
3516,Westchester jail inmate diagnosed with of The Journal News,Cervical cancer,Neoplasms,6.78E+17,0.0
3517,what about damaging your lungs each time you smoke possible getting Chronic Destructive Pulmonary Disease weakening your,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3518,what kind of scar are you running 600 m in doesn t cover a small cervical cancer prevention treatment His is a bloody robbery,Abortion,Maternal disorders,6.81E+17,0.0
3519,When I searched found Chronic destructive pulmonary disease COPD progressive lung disease that makes it difficult to breathe,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,0.0
3520,when i went to florida i got yelled at for going too far out in the ocean and got an asthma attack,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,0.0
3521,When it comes to chasing pp I have asthma Therefore I cannot Physically professionally emotional socially etcetera etcetera,Breast cancer,Neoplasms,6.80E+17,0.0
3522,When it was the of shooting it was because abortion was legal but now lets not politician it let s just pray,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.73E+17,0.0
3523,When the same people that are anti abortion are pro death penalty,Liver cancer,Neoplasms,6.80E+17,0.0
3524,When you are ill and check on goose the symptoms and it turns out you have cancer broken arm and your liver is failing Googleproblems,Cervical cancer,Neoplasms,6.81E+17,0.0
3525,When You Control Your Diabetes You Aren t at Risk for Dementia MetaanalysisInDiabetes,Parkinsons disease,Neurological disorders,6.78E+17,0.0
3526,when you find out your cat has feeling leukaemia it it it it,Peptic ulcer,Digestive diseases (except cirrhosis),6.79E+17,0.0
3527,When you get asthma at 20 years old,Parkinsons disease,Neurological disorders,6.79E+17,0.0
3528,When YouDontLookSick but are,Pancreatic cancer,Neoplasms,6.76E+17,0.0
3529,When your camps Pastor accepts your friend request look,Cervical cancer,Neoplasms,6.81E+17,0.0
3530,When your daughter with leukaemia has to take medicines day in and day out You get her a sparkle,Aortic aneurysm,Cardiovascular and circulatory diseases,6.79E+17,0.0
3531,Which Dietary Factors Effect Breast Cancer Most via,Abortion,Maternal disorders,6.80E+17,0.0
3532,Which has local epilepsy till sensible festschrift scraping singer kZUOxfn,Cardiomyopathy,Cardiovascular and circulatory diseases,6.78E+17,0.0
3533,Who An Delay Breast Cancer Treatment A New Path Model Adds Clues MATH,Ovarian cancer,Neoplasms,6.77E+17,0.0
3534,Whole become sequencing defines the genetic heterogeneity of familiar pancreatic cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3535,Why are majority of the founders and innovations of healing projects for breast cancer predominantly male,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
3536,Why Coffee May Protect Against Of Diabetes,Peptic ulcer,Digestive diseases (except cirrhosis),6.70E+17,0.0
3537,Why do I always get pancreatitis attacks on my favorite holiday s I want family time amp food not alone time amp pills to numb the pain,Prostate cancer,Neoplasms,6.80E+17,0.0
3538,Why does everyone at my school think your only hot and considered cool if you smoke like what is so sex about lung cancer to them,Leukemia,Neoplasms,6.77E+17,0.0
3539,Why HIV AIDS is Both a PublicHealth and a Civil Rights Issue,COPD,Chronic respiratory diseases,6.75E+17,0.0
3540,Why Men Should Consider an Integrative Approach to Prostate Cancer Part of conscioushealthsolutions health,Cardiomyopathy,Cardiovascular and circulatory diseases,6.79E+17,0.0
3541,Why of do I still have this migrate,Pancreatic cancer,Neoplasms,6.80E+17,0.0
3542,WHY of PEOPLE THINK ITS of of TELL GIRLS THAT THEY CANT HAVE of ABORTION,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,0.0
3543,Why Two Men Are Fighting Over Custody Of Terminally All Woman s Children Adrian was diagnosed with terminal pancreatic cancer two y,myocarditis,Cardiovascular and circulatory diseases,6.70E+17,0.0
3544,Why versus disemploy truck your bean amidst yours myocarditis was,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
3545,Why Very Month Should He Breast Cancer Awareness Month conscioushealthsolutions health,Migraine,Neurological disorders,6.81E+17,0.0
3546,Why walking slowly could be an early sign of Alzheimer s disease,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,0.0
3547,Widening the Use of Port as a Fool for HIV AIDS Prevention,Asthma,Chronic respiratory diseases,6.81E+17,0.0
3548,Will this be the year we embrace new tools and innovations for tuberculosis wclh2015,ischemic stroke,Cardiovascular and circulatory diseases,6.75E+17,0.0
3549,Will Trunks explains how he was able to heal from liver diet loseweight weightloss,Prostate cancer,Neoplasms,6.80E+17,0.0
3550,with asthma,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17,0.0
3551,With New PrEP Services Planned Parenthood Again Shows Now Vital it is to LGBTs LGBT HIV AIDS GAY GLBT pp,Breast cancer,Neoplasms,6.80E+17,0.0
3552,with risk factors diabetes smoking etc and positive factors earnings women friends family I got O U 86,Parkinsons disease,Neurological disorders,6.81E+17,0.0
3553,With world leaders gathering at COP21 here s a reminder of the potential work health hazard of heat stress,Cervical cancer,Neoplasms,6.76E+17,0.0
3554,Witness for All Breast Cancer and Green Tea Mushroom via,ischemic stroke,Cardiovascular and circulatory diseases,6.79E+17,0.0
3556,Woman Charged With Attempted Murder For Failed Abortion RawGist,Kidney cancer,Neoplasms,6.81E+17,0.0
3557,Women account for about 1 out of every 4 new HIV AIDS cases in the U S Learn more,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
3558,Wont Immunosuppressive treatments chemotherapy or corticosteroids Peripheral vascular disease poor circulation to hands amp feet Obesity,Cardiomyopathy,Cardiovascular and circulatory diseases,6.76E+17,0.0
3559,Work Broad is looking for a HIV AIDS Nurse in AbuDhabi apply now jobs,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
3560,Work Participation and Executive Abilities in Patients with Relapsing Emitting Multiple Sclerosis,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,0.0
3561,working together with other training organisation to offer clinical training meditation epilepsy plus other courses,Asthma,Chronic respiratory diseases,6.81E+17,0.0
3562,Workplace intervention can help prevent diabetes,Breast cancer,Neoplasms,6.81E+17,0.0
3563,World AIDS May over sadly stroma amp abuse against pp living w HIV continues Face,Peripheral Arterial disease,Cardiovascular and circulatory diseases,6.75E+17,0.0
3564,World AIDs May Undo enforce Condoms in Hotels to combat HIV AIDs,Endocarditis,Cardiovascular and circulatory diseases,6.75E+17,0.0
3565,World Cancer May Women Wont Have to Lie From Cervical Cancer conscioushealthsolutions health,Cervical cancer,Neoplasms,6.77E+17,0.0
3566,World Health Organisation predict end to HIV AIDS by 2030,Abortion,Maternal disorders,6.81E+17,0.0
3567,World s first clinical guideline for chronic final lung infections The world s first,multiple sclerosis,Neurological disorders,6.78E+17,0.0
3568,worst mood,Gall bladder,Digestive diseases (except cirrhosis),6.75E+17,0.0
3569,Would babies being delivered by Caesarian section increase their risk of having asthma,Atrial flutter,Cardiovascular and circulatory diseases,6.73E+17,0.0
