time,text,topic,group,id,isDup
2015-12-16T22:20:21.000Z,Top story Congress fighting for 350M in Alzheimer s research see more,Epilepsy,Neurological disorders,6.77E+17,
Sat Dec 12 05:17:16 +0000 2015,Top story The dementia guide Support for cares Alzheimer s Society see more,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-23T23:30:04.000Z,Top Treatments For of,Alzheimer,Neurological disorders,6.80E+17,
2015-12-16T20:57:28.000Z,Topical marijuana cream may help treat multiple sclerosis MME of medicalmarijuana And,Liver cancer,Neoplasms,6.77E+17,
2015-12-19T21:18:36.000Z,traditional way Cause it all seemed like oh i want an abortion Met me have this woman beat me up to do it,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-16T19:28:51.000Z,Tragedy as ex bodybuilder loses battle with liver cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-19T21:56:19.000Z,training this girl is so annoying like ll bitch can t even pronounce chronic destructive pulmonary disease,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-23T23:11:21.000Z,Treatment for pancreatic cancer depends on a number of factors,Alzheimer,Neurological disorders,6.80E+17,
2015-12-26T23:17:35.000Z,Treatments to stop Alzheimer s step closer as scientists discover key inhibit molecule,Migraine,Neurological disorders,6.81E+17,
2015-12-19T22:26:11.000Z,Trial and Ventricular Arrhythmia Associated Factors in Table Patients with Chronic Destructive Pulmonary Disease,Epilepsy,Neurological disorders,6.78E+17,
2015-12-19T23:52:37.000Z,Trial fibrillation patients on digoxin face increased risk of death,Alzheimer,Neurological disorders,6.78E+17,
2015-12-16T23:57:08.000Z,Trial fibrillation recurrence lower with sleep anna treatment,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-16T05:58:15.000Z,Trial Fibrillation Surgery Market Global Forecast to 2020 Catheter Relation Procedures Old the Major Share in,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-26T23:29:43.000Z,Trial fibrillation to reach epidemic proportions by 2034 Australian research,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-19T21:56:00.000Z,Trial flutter,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-16T08:37:12.000Z,trial flutter 2 1 with bundle branch block,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
Sat Dec 12 13:23:56 +0000 2015,Trial flutter when ever see the mug or call,Cervical cancer,Neoplasms,6.76E+17,
Sat Dec 12 22:15:41 +0000 2015,Trial Flutter with variable condition,Parkinsons disease,Neurological disorders,6.76E+17,
2015-12-26T23:28:43.000Z,Trigeminal neuralgia type of nerve pain is an early multiple sclerosis symptom,Migraine,Neurological disorders,6.81E+17,
2015-12-16T12:00:25.000Z,Truce has chronic destructive pulmonary disease Anne cares for him His is their story facesofhealthcare,Cervical cancer,Neoplasms,6.77E+17,
2015-12-22T20:10:53.000Z,truly I am becoming my father laughing myself into an asthma attack unexpectedly,Atrial fibrillation,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-19T03:10:03.000Z,truth Camp Jeune water illnesses Kidney amp River Cancer non Hodgkin Lymphoma Leukaemia Myeloma Scleroderma Atkinson s MilitaryTimes,Liver cancer,Neoplasms,6.78E+17,
2015-12-16T04:43:28.000Z,Trying get million people to send me 1 I m dying from pancreatic cancer please read story amp help family ad,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-26T04:32:51.000Z,Trying to survive River Cancer,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-26T01:22:09.000Z,TSRI scientists show how drug molecule regulate a medially important protein A new study led,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-26T23:55:29.000Z,Tuberculosis again,Leukemia,Neoplasms,6.81E+17,
2015-12-18T16:28:53.000Z,Tuberculosis Case Discovered at Westchester County Nail,Liver cancer,Neoplasms,6.78E+17,
2015-12-18T22:48:02.000Z,Tuberculosis Case Discovered at Westchester County Nail improvement,COPD,Chronic respiratory diseases,6.78E+17,
2015-12-23T23:00:41.000Z,Tuberculosis Cholera and Measles are on the Rise in England I4U News,Breast cancer,Neoplasms,6.80E+17,
2015-12-16T22:55:19.000Z,Tuberculosis could be an infectious cause of Organizing Pneumonia,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-16T23:19:02.000Z,Tuberculosis Exposure For California Newborns,Prostate cancer,Neoplasms,6.77E+17,
2015-12-21T17:35:06.000Z,Tuberculosis is spreading from animals to humans,Peptic ulcer,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-16T16:34:03.000Z,Tuberculosis my tuberculosis fever night sweats amp weight loss PPD amp IGRA R I P E S words BoardBullets Tuberculosis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-16T17:08:53.000Z,Tuberculosis mycobacterium tuberculosis fever night sweats amp weight loss cough productive non amp,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-16T19:16:01.000Z,Tuberculosis News 5 million in funding for research into malaria and tuberculosis drug discovery pathogenposse,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-23T23:57:56.000Z,Tuberculosis News CDC introduces action plan to combat tuberculosis pathogenposse,Breast cancer,Neoplasms,6.80E+17,
2015-12-19T07:10:40.000Z,Tuberculosis News Westchester jail inmate diagnosed with of pathogenposse,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,
Fri Dec 04 06:24:07 +0000 2015,Tuberculosis or of is unable w treatment which consists of multiple drugs amp must be taken for a minimum of six months,Hypertensive heart disease,Cardiovascular and circulatory diseases,6.73E+17,
2015-12-21T11:47:42.000Z,Tuberculosis scurvy amp scarlet fever they re all back well I need a bubble suit,Aortic aneurysm,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-16T23:52:44.000Z,tune kookie him circumcision reduces cervical cancer in women,Epilepsy,Neurological disorders,6.77E+17,
2015-12-15T05:25:27.000Z,Turn your Christmas shopping into a free donation for us via,Endocarditis,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-16T21:40:23.000Z,Two New Studies on Sofa and Parkinsons Disease YOGA FOR HEALTHY AGING,Leukemia,Neoplasms,6.77E+17,
Sat Dec 12 07:37:14 +0000 2015,Two peptides predict cardiomyopathy after brain haemorrhage parma bitch pharmaceutical bigpharma,Endocarditis,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-16T18:30:30.000Z,Type 2 Diabetes Diabetes and the Risk of Pancreatic Cancer,Parkinsons disease,Neurological disorders,6.77E+17,
Sat Dec 12 23:18:30 +0000 2015,Type 2 Diabetes Pancreatitis or Inflammation of the Pancreas,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-16T23:07:47.000Z,U S FDA approved Li Silly s Basaglar diabetes drug Letters,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-19T16:40:11.000Z,u shed eat or boiled eggs cut they cut or risk of breast cancer by 44,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-19T22:33:26.000Z,ughhhhh I have recurrent pancreatitis so I know all about that hell But damn you been through it 2,Leukemia,Neoplasms,6.78E+17,
2015-12-23T14:22:43.000Z,Understand Palliative and Spice Are for Stage 4 Breast Cancer,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
Sat Dec 12 19:00:26 +0000 2015,Understanding fear and anxiety in patients at the time of an exacerbations of chronic destructive pulmonary disease,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-16T20:15:02.000Z,Understanding First Line vs Second Line Therapy in LungCancer with Or Paul Said of entering last,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,
Fri Dec 11 11:10:51 +0000 2015,Undo Government Screens Residents For HIV Forces Condoms In Hotels,ischemic stroke,Cardiovascular and circulatory diseases,6.75E+17,
2015-12-16T20:56:41.000Z,Unexpected Deaths Researches Explain Why Epilepsy May Account For More Most Years Of Life,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-26T04:41:15.000Z,Unhealthy Lifestyle and All Bladder Diseases,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17,
2015-12-23T21:47:26.000Z,Unilorin Posts Breast And Cervical Cancer Awareness Seminar Students rsquo Union leadership University of Ll,Pancreatic cancer,Neoplasms,6.80E+17,
Sat Nov 28 08:44:45 +0000 2015,Unique aortic aneurysm repair shows promise,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,
2015-12-26T23:44:36.000Z,University of Glasgow researches lead studies into new treatments for pancreatic Glasgow,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-16T23:46:06.000Z,University of Toronto scientists uncover how opioids cause dangerous breathing problems,Ovarian cancer,Neoplasms,6.77E+17,
2015-12-22T17:49:03.000Z,up you did I just had an asthma attack because of it,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,
Mon Dec 07 04:57:43 +0000 2015,Update Guideline Infective Endocarditis,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,
2015-12-19T23:10:15.000Z,Update on River Cancer It s And s Life via,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-19T23:44:15.000Z,Updated Guideline Emphasized Prevention of Cervical Cancer,Alzheimer,Neurological disorders,6.78E+17,
2015-12-23T21:54:32.000Z,Updated Guideline on Cervical Cancer Screening Issued by ACOG,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-14T18:15:03.000Z,Urinary pouring Coming home jolly schweinishaxe apfelwein,Rheumatic heart,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-19T20:28:37.000Z,Use Invisible Rose Ask daily to reduce the effect of airborne particles by Pollen May fever Allergens amp Asthma dust,Parkinsons disease,Neurological disorders,6.78E+17,
Fri Dec 11 18:58:39 +0000 2015,Use Your H20 Steam Top to Reduce the Symptoms of Your Clergy Induced Asthma steammop,Pancreatitis,Digestive diseases (except cirrhosis),6.75E+17,
2015-12-26T18:13:55.000Z,Using of to pop drug containing bubbles introduced into tumours of the liver could be the latest tool in cancer to,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-26T22:51:24.000Z,UTM 1 his has fibro and of I have of amp severe asthma currently in flare up Other his has diabetes,Alzheimer,Neurological disorders,6.81E+17,
2015-12-23T21:47:44.000Z,UTSW researches lead collaboration charge to uncover genetic diversity of pancreatic cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
Sat Dec 12 22:22:50 +0000 2015,Ventricular tachycardia trial fibrillation trial flutter systole,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,
Mon Dec 07 03:31:10 +0000 2015,Vera Later May Sure Diabetes Asthma Cholestrol And Kidney Diseases Were Is Now To,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-19T23:11:54.000Z,Verbal Compound Songyou In and Moderate Swimming Suppress Growth and Metastasis of River Cancer by Enhancing Emma,Alzheimer,Neurological disorders,6.78E+17,
2015-12-16T21:45:26.000Z,Veronal Death Is Possible Onset Source of Multiple Sclerosis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
Sat Dec 12 18:22:47 +0000 2015,Very low indigenous testosterone in men is associated with high risk of ischaemic stroke,Cervical cancer,Neoplasms,6.76E+17,
Sun Dec 13 00:13:30 +0000 2015,Very very true One of my co workers died of cancer pancreatic I think and in the months leading up to his death the whole,Liver cancer,Neoplasms,6.76E+17,
2015-12-16T16:11:36.000Z,Vessel I had pancreatitis years ago I went 5 days without food and a minimum of liquid The first bowl of chicken soup was magic,Pancreatic cancer,Neoplasms,6.77E+17,
2015-12-26T14:10:13.000Z,via Hospital for Special Are Offers Innovative Chronic Destructive Pulmonary Disease Management,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-26T18:33:24.000Z,Vice work by a former Letters gal Pineapple Pesticide Linked to Atkinson s Disease,multiple sclerosis,Neurological disorders,6.81E+17,
Fri Dec 04 14:55:06 +0000 2015,Victoria Beckham visits HIV AIDS victims in Ethiopia,Atrial flutter,Cardiovascular and circulatory diseases,6.73E+17,
2015-12-23T18:08:49.000Z,vidyala oh that would help Must thinking about it right now though I feel my gall bladder ready to kill me,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T07:29:01.000Z,Vietnam veteran s widow wins service connection benefits for pancreatic cancer via,Cervical cancer,Neoplasms,6.78E+17,
Sun Dec 13 03:49:14 +0000 2015,View this Abdominal Aortic Aneurysm Interactive of Case Study from,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,
2015-12-16T23:54:57.000Z,Virus scent inhibit liver cancer,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
Sun Dec 13 00:10:02 +0000 2015,Visit River Cancer Connect s patient focused webster to learn more about screening prevention treatment option,Liver cancer,Neoplasms,6.76E+17,
Sat Dec 12 10:07:55 +0000 2015,Visiting the role of COX 2 inhibit for non small cell lung cancer,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,
2015-12-23T23:58:56.000Z,Visual migrate s vaguely arrow shaped disturbance of my visual field slowly taking over Hard to read pause anything I can see,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-18T00:30:50.000Z,Vitamin D and pancreatic cancer a polled analysis from the Pancreatic Cancer Case Control Consortium,Rheumatic heart,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-23T08:17:14.000Z,Vitamin D could repair nerve damage in multiple sclerosis vitamin NervousSystem MultipleSclerosis,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-23T07:58:11.000Z,Vitamin D Would Repair Nerve Damage in Multiple Sclerosis Study Suggests,Liver cancer,Neoplasms,6.80E+17,
2015-12-19T23:53:42.000Z,Vitamin D Would Repair Nerve Damage in Multiple Sclerosis Study Suggests SciTech Connect,lung cancer,Neoplasms,6.78E+17,
2015-12-19T12:23:22.000Z,Vitamin E may reduce the risk of liver cancer Chinese study of 130 000 reveals,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-23T22:45:59.000Z,VKON Biotechnology 99 HIV AIDS Sure 2 Ingredient 1 Zinc 2 Beryllium,Breast cancer,Neoplasms,6.80E+17,
2015-12-19T23:13:30.000Z,voice anyway Pelvis is due for operation sa gall bladder today Mo pa Nina find out ni are as say ma hospital,Leukemia,Neoplasms,6.78E+17,
2015-12-23T23:11:01.000Z,Vol Vol I am a Of Holiday Buy Sinus Tuberculosis happy sad bless tired rejoice improvement,Alzheimer,Neurological disorders,6.80E+17,
2015-12-23T23:56:57.000Z,Voxane your voice is what I hear when I think of of THIS GAME TOO VIOLENT FOR of KIDS NOEL HAS ASTHMA of CANT GET STARTLED,Abortion,Maternal disorders,6.80E+17,
2015-12-15T03:49:38.000Z,VSD Closure indication 1 significant shut Up Is ratio is 2 or greater amp evidence of It ventricular volume overcoat 2 X of endocarditis,Non-Hodgkin lymphoma,Neoplasms,6.77E+17,
2015-12-19T19:19:38.000Z,wait dont women who sleep with a bar on have a bigger risk of getting breast cancer Correct me if I m wrong the,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-26T23:29:47.000Z,wait so bears can get lung cancer from liberating,Parkinsons disease,Neurological disorders,6.81E+17,
2015-12-23T18:30:15.000Z,Wake Mrs S is having her gall bladder out today To sprout for you tombs,Prostate cancer,Neoplasms,6.80E+17,
2015-12-16T18:17:06.000Z,walks into a bar Such goes to the doctor and gets diagnosed with severe vestige and liver cancer,Cervical cancer,Neoplasms,6.77E+17,
